cc_no,pos_dt,cc_txn_amt
87575,6,6700
87576,1,4800
87576,2,1000
87576,3,7300
87576,4,3300
87576,5,3700
87576,6,2700
87577,1,2600
87577,2,18200
87577,3,1500
87577,4,1800
87577,5,4300
87577,6,4300
87579,1,16900
87579,2,5000
87579,3,2000
87579,4,4700
87579,5,600
87579,6,2400
87581,1,5700
87581,2,12600
87581,3,9100
87581,4,10800
87581,5,6800
87581,6,6100
87583,1,7900
87583,2,77600
87583,3,71400
87583,4,16800
87583,5,19300
87583,6,900
87584,1,14200
87584,2,400
87584,3,2700
87584,4,2100
87584,5,5200
87584,6,2400
87585,1,1100
87585,2,5000
87585,4,900
87586,1,5400
87586,2,8500
87586,3,26400
87586,4,39700
87586,5,60000
87586,6,14900
87587,1,20900
87587,2,20200
87587,3,17400
87587,4,104200
87587,5,36400
87587,6,6200
87588,3,100
87588,4,32400
87588,6,4300
87589,1,4700
87589,2,300
87589,3,3300
87589,4,2100
87589,5,3400
87589,6,1900
87592,2,7800
87592,3,39500
87592,4,35100
87592,5,27600
87592,6,52000
87596,1,600
87596,2,600
87596,3,700
87596,4,500
87596,6,700
87597,1,2000
87597,2,2000
87597,3,2000
87597,4,3000
87601,2,20000
87601,3,5000
87601,4,29000
87603,1,4500
87603,3,1300
87603,4,2400
87603,5,1700
87603,6,700
87604,3,2000
87604,6,2500
87605,1,4900
87605,2,10400
87605,3,29500
87605,4,20900
87605,5,6000
87605,6,3400
87606,4,5800
87606,5,52100
87606,6,33900
87607,1,3100
87607,2,400
87607,3,400
87607,4,2000
87607,5,3100
87608,1,19200
87608,2,5200
87608,3,8000
87608,4,5300
87608,5,8500
87608,6,25100
87609,2,1000
87609,3,1000
87609,4,1000
87609,5,1000
87609,6,1000
87610,2,2000
87610,4,2000
87610,6,2000
87611,5,9000
87613,3,500
87613,4,1300
87613,5,1100
87613,6,1800
87615,3,6100
87615,4,3300
87615,5,8800
87615,6,3300
87616,1,2300
87616,2,4100
87616,3,3200
87616,4,17000
87616,5,2600
87616,6,3600
87617,3,7000
87618,1,36700
87618,2,13500
87618,3,6300
87618,4,4700
87618,5,3100
87619,6,17000
87624,1,2300
87624,6,17000
87625,4,2700
87625,5,50900
87625,6,43200
87627,3,12000
87628,3,200
87630,4,1000
87630,6,26200
87632,2,67000
87632,3,62400
87632,4,11800
87632,5,23000
87632,6,16900
87633,1,10100
87633,2,9800
87633,3,27900
87633,4,29900
87633,5,38900
87633,6,38800
87635,2,26500
87635,4,10000
87635,5,14700
87635,6,5000
87636,5,29800
87637,1,43600
87637,3,4600
87638,5,15000
87638,6,12000
87639,1,13100
87639,2,40500
87639,3,24000
87639,4,15000
87639,5,20000
87639,6,23100
87640,1,6700
87640,2,8900
87640,3,7900
87640,4,5700
87640,5,6000
87640,6,6900
87641,1,3700
87641,2,3900
87641,3,7000
87641,4,7300
87641,5,4600
87641,6,25800
87642,1,5800
87642,2,1300
87642,3,5400
87642,4,5500
87642,5,5500
87642,6,5900
87644,6,2100
87646,3,8600
87646,4,30300
87646,5,6900
87646,6,5400
87647,1,10100
87647,2,30500
87647,3,43600
87647,4,90200
87647,5,21600
87647,6,22200
87650,1,4100
87650,4,15000
87650,5,300
87651,1,18600
87651,4,49900
87651,6,12400
87653,1,1900
87653,2,2100
87653,4,2000
87653,5,2000
87653,6,2000
87654,1,1000
87654,2,103400
87654,3,2500
87654,4,1200
87654,5,500
87654,6,13800
87655,1,2400
87655,2,2600
87655,3,3400
87655,4,1900
87655,5,4500
87655,6,3300
87657,1,18000
87657,2,5000
87657,3,2000
87657,5,3000
87657,6,7000
87658,1,2200
87658,2,800
87658,3,4700
87658,4,2800
87658,5,3600
87658,6,1300
87659,4,6000
87660,1,1500
87660,2,2000
87660,3,1000
87660,5,1000
87660,6,1300
87663,1,5700
87663,2,6300
87663,3,5200
87663,4,4000
87663,5,5500
87663,6,9200
87664,1,3000
87664,2,2000
87664,5,5000
87664,6,3500
87665,2,2700
87665,3,2500
87665,4,2400
87665,5,2600
87666,1,2500
87666,3,2500
87666,4,2500
87666,5,2000
87666,6,2000
87667,1,6300
87667,4,9900
87667,6,3600
87668,1,4200
87668,2,48000
87668,3,34600
87668,4,3600
87668,5,18100
87668,6,9800
87670,3,4700
87671,1,2200
87671,2,6800
87671,3,17100
87671,4,12300
87671,5,4800
87671,6,3000
87672,1,1600
87672,4,2700
87672,5,8600
87673,1,1000
87673,4,1900
87673,5,1100
87673,6,1000
87674,1,1500
87674,2,500
87674,3,1400
87674,4,2000
87674,5,8000
87674,6,1700
87676,4,6800
87678,1,3200
87678,6,7500
87680,1,10400
87680,2,1900
87680,3,5100
87680,4,5600
87680,5,8800
87680,6,3000
87682,5,14500
87683,6,1800
87685,1,8000
87685,3,6000
87685,6,3000
87686,3,87000
87686,4,60000
87686,5,12000
87687,6,93000
87690,3,5000
87690,4,10500
87690,5,12500
87691,2,400
87691,3,800
87691,4,2000
87691,5,3300
87691,6,2800
87695,3,17200
87695,4,1500
87695,5,9500
87695,6,1700
87696,1,25200
87696,2,4200
87696,3,13800
87696,4,9100
87696,5,10400
87696,6,4800
87698,1,1100
87698,2,1000
87698,3,43900
87698,4,5900
87698,5,1000
87698,6,5000
87700,1,1700
87700,2,23400
87700,3,14500
87701,1,4000
87701,2,3500
87701,4,4200
87701,6,8500
87702,1,13900
87702,2,18900
87702,3,21400
87702,4,14200
87702,5,30000
87702,6,26300
87704,1,1600
87704,2,700
87704,3,8600
87704,4,2000
87704,5,500
87704,6,2500
87707,5,6500
87707,6,6000
87709,6,5200
87710,4,4700
87710,5,1400
87710,6,2800
87712,5,2000
87714,1,3300
87714,4,2500
87716,1,51300
87716,2,20000
87716,3,56700
87716,4,5000
87716,5,13300
87716,6,20300
87718,1,3900
87718,2,3100
87718,3,3400
87718,4,4300
87718,5,4300
87718,6,4300
87719,2,4100
87719,3,4500
87719,4,5000
87719,5,7000
87719,6,4000
87721,2,23800
87721,3,600
87721,5,2800
87721,6,6000
87722,1,15400
87722,2,4600
87722,3,4200
87722,4,5500
87722,5,27300
87722,6,3600
87723,6,53000
87724,2,3700
87724,3,2100
87724,4,40000
87725,1,13600
87725,2,33000
87725,4,1100
87725,6,100
87727,2,500
87727,3,1500
87727,4,2200
87727,5,700
87730,3,13000
87730,5,11000
87730,6,10000
87731,4,7000
87733,2,1900
87733,3,13800
87733,4,15300
87733,5,6700
87733,6,1200
87734,5,20300
87734,6,1600
87735,2,51800
87735,3,38600
87735,4,1400
87735,5,6100
87735,6,4900
87737,1,13000
87737,4,2000
87738,3,1400
87738,5,2500
87739,1,900
87739,3,1900
87739,4,1000
87739,5,2000
87739,6,1700
87744,4,18400
87746,1,7200
87746,2,6000
87746,3,4000
87746,4,15000
87746,5,5300
87750,1,1000
87750,2,700
87750,3,4000
87750,4,1300
87751,3,16000
87751,5,500
87752,1,1000
87752,2,1000
87752,4,1200
87752,5,1500
87752,6,1000
87753,1,2000
87753,5,2000
87755,4,1500
87755,5,15000
87755,6,7500
87756,1,7200
87756,2,900
87756,3,1200
87756,4,900
87757,1,9800
87757,2,6200
87757,3,5600
87757,5,5500
87757,6,5800
87759,1,3800
87759,3,3800
87759,4,3800
87759,5,3800
87760,1,33900
87760,2,40200
87760,3,90700
87760,4,34400
87760,5,139300
87760,6,74800
87761,1,3000
87761,3,29000
87762,1,50500
87762,2,18100
87762,3,67100
87762,4,55100
87762,5,58100
87762,6,63200
87763,3,2400
87763,4,2300
87763,5,40700
87763,6,7700
87764,1,61900
87764,2,32000
87764,3,61900
87764,4,61900
87764,5,61900
87764,6,60000
87765,2,17100
87765,4,900
87765,5,11600
87765,6,800
87766,1,6000
87766,2,9000
87766,3,12900
87766,4,15500
87766,5,7000
87766,6,4800
87767,1,1300
87767,2,1200
87767,3,1200
87767,4,1100
87767,5,1600
87768,6,4000
87773,1,60000
87774,1,5400
87774,3,7100
87774,5,5300
87775,1,2900
87775,2,5700
87775,3,11100
87775,4,4900
87775,5,3900
87775,6,1400
87776,1,2700
87776,3,3000
87776,5,1600
87776,6,1400
87778,2,2100
87779,1,5000
87779,3,2500
87779,4,6100
87779,5,1200
87779,6,1000
87780,1,4200
87780,2,4300
87780,4,5200
87780,5,8300
87780,6,4700
87781,1,900
87781,5,2100
87781,6,2400
87783,1,6800
87783,2,3100
87783,3,6300
87783,4,6900
87783,5,1900
87783,6,3800
87784,4,4500
87784,6,1000
87785,2,3000
87785,3,3000
87785,4,3000
87785,5,3000
87785,6,3000
87786,5,8200
87786,6,3900
87788,1,3500
87788,2,1200
87788,3,100
87788,4,10100
87789,1,4500
87789,2,4500
87789,3,3500
87789,4,3000
87789,5,5000
87790,1,6400
87790,2,2200
87790,3,5200
87790,4,4100
87790,5,20500
87790,6,4100
87791,4,6000
87792,5,5000
87792,6,3400
87798,1,123100
87798,2,17300
87799,1,13900
87799,2,59500
87799,3,12000
87799,4,21400
87799,5,53400
87799,6,9500
87802,1,7800
87802,2,5000
87802,3,4000
87802,4,3700
87802,5,8700
87802,6,2100
87804,1,2000
87804,2,800
87804,3,23300
87804,4,10900
87804,5,17500
87804,6,3500
87805,4,7000
87805,6,6500
87806,1,1900
87806,2,4200
87806,3,5000
87806,4,4600
87806,5,3700
87806,6,24800
87807,1,25800
87807,3,14600
87807,4,2600
87807,5,1700
87807,6,106600
87809,1,2400
87809,2,1300
87809,4,2400
87809,5,6600
87809,6,800
87813,4,7000
87813,5,4000
87813,6,12000
87814,1,5900
87814,4,200
87814,6,3200
87815,1,3200
87815,2,1400
87815,3,6300
87815,4,3100
87815,5,4000
87815,6,4800
87818,1,2000
87818,3,3000
87818,4,1500
87818,5,900
87819,2,1300
87819,3,1400
87819,4,1200
87819,5,1000
87819,6,2300
87820,5,400100
87821,1,8500
87821,3,8000
87821,4,10000
87821,5,8500
87821,6,8500
87824,5,1400
87825,3,8000
87827,2,10000
87827,5,12000
87829,3,9000
87829,4,10800
87829,5,7000
87833,2,2000
87833,4,2000
87833,5,1000
87835,5,300000
87835,6,200000
87839,1,1100
87839,2,2000
87839,3,7200
87839,4,4400
87839,5,10700
87839,6,900
87842,1,34300
87842,2,29200
87842,3,4600
87842,4,6500
87842,5,12000
87842,6,11900
87843,6,8300
87844,1,7300
87844,2,8400
87844,3,71900
87844,4,29600
87844,5,21000
87844,6,10700
87846,1,3200
87846,2,1000
87846,3,800
87846,4,4900
87846,5,3800
87846,6,600
87847,5,10000
87848,1,4600
87848,2,1700
87848,3,3600
87848,4,8200
87848,5,10400
87848,6,10000
87849,1,12600
87849,2,3900
87849,3,3900
87849,4,3900
87849,5,3900
87849,6,3100
87851,2,14000
87851,4,4100
87851,5,2900
87851,6,1000
87854,1,1500
87854,6,1200
87855,2,3000
87855,4,2000
87856,4,1100
87856,5,4300
87857,1,1300
87857,2,1100
87857,3,1400
87857,5,3800
87857,6,1200
87859,1,31900
87859,2,193500
87859,3,115000
87859,4,156900
87859,5,3700
87859,6,300
87860,1,600
87860,2,1900
87860,3,2400
87860,4,1300
87860,5,500
87860,6,100
87862,1,1900
87862,2,5700
87862,3,1200
87862,4,1300
87862,5,9000
87862,6,27000
87863,6,8500
87866,1,500
87866,2,1500
87866,3,1000
87866,5,3300
87866,6,1900
87869,1,3300
87869,2,9300
87869,3,5200
87869,4,9800
87869,5,4300
87869,6,5400
87870,2,25200
87870,3,900
87871,1,27000
87871,2,4700
87871,3,2800
87871,4,2500
87871,5,6100
87871,6,3500
87873,2,8000
87873,3,1700
87873,4,2400
87873,6,5300
87874,1,7300
87874,2,14000
87874,4,14100
87874,5,36300
87874,6,24900
87875,3,1900
87875,4,12100
87875,5,4100
87875,6,3500
87876,1,14900
87876,2,7300
87876,3,9100
87876,4,4700
87876,5,5100
87876,6,10400
87879,1,2200
87879,2,3600
87879,3,18500
87879,4,8800
87879,6,1800
87881,1,20000
87882,1,51800
87883,1,5500
87885,1,38400
87885,2,37200
87885,3,20800
87885,4,17100
87885,5,5300
87885,6,34700
87886,1,4000
87886,3,700
87887,1,21300
87887,2,15400
87887,3,8800
87887,4,28700
87887,5,11500
87887,6,24700
87888,3,1700
87890,3,5100
87890,5,8000
87891,2,3000
87891,3,6000
87891,4,3000
87891,5,3000
87891,6,3000
87892,2,1000
87892,3,1000
87892,4,18900
87893,1,2600
87893,3,5000
87893,4,30900
87893,5,300
87893,6,5500
87894,2,10000
87894,3,10000
87895,1,17000
87895,5,3000
87895,6,1000
87896,1,100
87896,2,100
87896,3,300
87896,4,100
87896,6,100
87897,1,3900
87897,2,17600
87897,3,15100
87897,5,1500
87898,1,2300
87899,1,6000
87899,2,7000
87899,3,7000
87899,4,9300
87899,5,6000
87902,4,1600
87904,1,16000
87904,2,9500
87904,3,3500
87904,4,1300
87904,5,6600
87904,6,1400
87905,1,22100
87905,4,4800
87905,6,2300
87911,5,8000
87911,6,14800
87912,1,48000
87912,2,21600
87912,3,23300
87912,4,15900
87912,5,11600
87912,6,18200
87913,6,51900
87914,1,3000
87914,2,7500
87914,3,11000
87914,4,1000
87914,6,1000
87915,1,5200
87915,2,3900
87915,3,3300
87915,4,8200
87915,5,9300
87915,6,6700
87916,1,3000
87916,4,4000
87918,1,10000
87918,3,10100
87918,4,10000
87918,5,10000
87918,6,10000
87919,1,5000
87919,2,5000
87919,3,5000
87919,4,4700
87919,5,3900
87919,6,5000
87920,1,5300
87920,2,47500
87920,3,22300
87920,6,600
87922,1,4100
87922,2,2900
87922,4,600
87922,5,1000
87926,1,16900
87926,3,16700
87926,4,10800
87926,5,18100
87927,2,10500
87928,3,6000
87928,4,5000
87928,5,11000
87929,3,29400
87929,4,74100
87929,5,38900
87929,6,1500
87930,4,3600
87931,5,6000
87931,6,400
87932,1,5900
87932,2,700
87932,3,1800
87932,4,800
87932,5,2500
87932,6,100
87933,2,5000
87933,4,10000
87933,5,2000
87935,2,3400
87935,3,2900
87935,4,2700
87935,6,2000
87937,2,1500
87937,5,1700
87938,1,700
87938,2,31100
87938,3,1000
87938,4,700
87938,5,700
87938,6,2800
87939,1,3000
87939,2,1800
87939,3,2300
87939,4,2800
87939,5,1400
87939,6,11200
87941,1,1300
87941,2,4100
87941,3,1100
87941,4,1500
87941,5,1200
87941,6,20900
87942,5,1500
87942,6,3400
87943,1,300
87943,2,1700
87943,3,300
87943,4,300
87943,5,700
87943,6,900
87945,1,1900
87945,4,800
87947,6,8000
87949,5,3000
87949,6,3200
87950,1,6100
87950,2,700
87950,3,300
87950,4,2200
87950,6,1000
87951,1,5000
87951,2,5000
87951,3,5000
87951,5,8000
87952,1,7000
87952,3,4000
87952,4,9000
87953,1,3300
87953,2,2800
87953,3,3200
87953,4,6100
87953,5,3600
87953,6,5700
87954,1,4200
87954,2,13900
87954,3,1700
87954,4,500
87954,5,48000
87954,6,4200
87955,1,10700
87955,2,89000
87955,3,168400
87955,4,100900
87955,5,108600
87955,6,75800
87957,1,65200
87957,5,70700
87957,6,70000
87958,4,2000
87962,1,18000
87962,2,16900
87962,3,1300
87962,4,10000
87964,1,3000
87964,2,6000
87964,4,3000
87964,5,3000
87964,6,3000
87965,1,14000
87965,2,7600
87965,3,9600
87965,4,9100
87965,5,8300
87965,6,9500
87966,4,4700
87966,5,12300
87966,6,2400
87967,1,4300
87967,2,2900
87967,3,23100
87967,4,13200
87967,5,2700
87967,6,16100
87968,3,600
87968,4,6400
87968,6,600
87969,1,3900
87969,2,5700
87969,3,6900
87969,4,13800
87969,5,7900
87969,6,5400
87972,1,5000
87972,2,2700
87972,3,9000
87972,4,4800
87972,5,4600
87972,6,1800
87973,6,4500
87974,1,1500
87974,2,20100
87974,3,8900
87974,4,12000
87974,5,7000
87974,6,3500
87975,1,3600
87975,2,4000
87975,3,36000
87975,4,3000
87975,5,2100
87975,6,2600
87976,5,7000
87976,6,2000
87982,2,2000
87982,4,2000
87982,5,2000
87982,6,2000
87983,1,11200
87983,2,25100
87983,3,30500
87983,4,15100
87983,5,7700
87983,6,18900
87987,1,19100
87987,2,24800
87987,3,36100
87987,4,25200
87987,5,16400
87987,6,40100
87988,2,3400
87988,3,1900
87988,4,4300
87988,5,1600
87988,6,1800
87989,1,1500
87989,3,4900
87989,4,2000
87989,5,2300
87989,6,600
87991,4,73000
87991,5,4000
87993,5,1100
87994,2,800
87994,3,1600
87994,4,1500
87994,5,3600
87994,6,1600
87995,1,2000
87995,2,10000
87995,4,2000
87995,5,2000
87995,6,2000
87996,1,10500
87996,2,900
87996,3,900
87996,4,4900
87996,6,3000
87997,1,15000
87997,2,9000
87997,3,1000
87997,5,1500
87997,6,1000
88000,1,7800
88000,2,3100
88000,3,5600
88000,4,24500
88000,5,5200
88000,6,3800
88001,1,2300
88001,2,800
88001,4,1700
88001,6,1300
88005,1,1300
88005,2,1400
88005,3,3000
88005,4,2400
88005,5,1700
88005,6,6500
88007,1,500
88007,2,6900
88007,3,7000
88007,4,4000
88007,5,2000
88007,6,7500
88008,3,1000
88008,4,4500
88008,5,4200
88008,6,55700
88009,2,8500
88009,3,148700
88009,4,30600
88009,5,9700
88009,6,24500
88010,1,8600
88010,2,8600
88010,3,20600
88010,5,8600
88010,6,8600
88011,3,6700
88012,5,9000
88015,1,1200
88015,2,300
88015,3,2600
88015,4,4300
88015,5,3800
88015,6,600
88016,3,42500
88016,4,9900
88016,5,11700
88016,6,39100
88018,2,20000
88018,3,25000
88018,4,30000
88018,5,27000
88018,6,30000
88019,2,4000
88019,3,1200
88019,5,300
88019,6,1400
88020,1,19100
88020,2,34000
88020,4,2900
88020,5,45000
88020,6,700
88022,1,4700
88022,2,1300
88022,3,18800
88022,4,5100
88022,5,1300
88022,6,50900
88024,6,8000
88026,4,3500
88027,1,3000
88027,3,5000
88027,5,3000
88027,6,4000
88028,3,1000
88028,4,3000
88028,5,1000
88029,2,18900
88029,3,700
88029,6,11000
88031,1,2000
88031,4,2500
88031,6,1500
88033,1,1000
88033,2,2700
88033,5,7000
88033,6,2200
88034,1,300
88034,4,300
88034,5,200
88034,6,1000
88035,4,10000
88036,2,6000
88036,3,17000
88036,4,4000
88036,5,19000
88036,6,4700
88037,1,16300
88037,2,500
88037,3,11800
88037,4,4300
88037,5,6900
88037,6,3400
88038,1,22900
88038,4,2900
88038,6,1400
88040,1,2200
88040,2,6300
88040,3,3400
88040,4,17400
88040,5,1800
88040,6,4800
88041,1,9400
88041,2,32500
88041,3,5900
88041,4,6000
88041,5,19600
88041,6,8500
88042,3,27800
88043,1,19200
88043,2,8200
88043,3,12000
88043,4,13000
88043,5,17500
88043,6,16000
88045,2,2000
88045,4,2000
88045,6,1200
88047,2,5000
88047,4,1500
88047,5,1200
88047,6,1300
88048,1,4600
88048,2,5800
88048,3,100
88048,4,7100
88048,5,100
88048,6,1400
88050,2,2600
88050,3,300
88050,5,1600
88050,6,200
88052,1,44700
88052,4,16400
88054,1,2300
88054,3,9800
88054,4,700
88054,5,6400
88054,6,300
88056,6,7000
88058,1,9900
88058,2,5000
88058,3,17100
88058,4,3000
88058,5,3100
88058,6,7500
88059,1,13900
88059,2,97100
88059,3,1100
88059,4,3300
88059,5,12600
88059,6,9900
88061,1,5400
88061,2,5200
88061,3,24800
88061,4,5900
88061,5,10100
88061,6,15400
88062,1,6000
88062,3,2000
88062,4,3000
88062,5,3000
88062,6,3000
88063,1,700
88063,2,3800
88063,3,4000
88064,1,5000
88064,2,6400
88064,3,2700
88064,4,1200
88064,5,6200
88064,6,5500
88066,2,1200
88066,3,2900
88066,4,1600
88066,5,500
88066,6,1800
88067,1,5400
88067,2,4000
88067,3,3500
88067,4,3400
88067,5,4700
88067,6,6300
88068,6,19800
88070,1,12600
88070,2,1200
88070,3,3600
88070,4,5800
88070,5,5900
88070,6,1200
88071,1,2000
88072,4,1500
88073,2,3000
88073,3,3000
88073,4,3000
88073,5,3200
88074,1,5200
88074,2,1800
88074,3,900
88074,4,4700
88074,5,5000
88074,6,7700
88079,1,17100
88079,2,17200
88079,3,16500
88079,4,13200
88079,5,46200
88079,6,5100
88080,1,800
88080,2,900
88080,4,800
88080,5,900
88080,6,800
88081,3,4800
88081,4,4000
88081,5,34800
88081,6,9300
88082,1,5100
88082,2,3800
88082,3,5100
88082,4,3700
88082,5,6400
88082,6,3200
88083,1,2000
88083,2,700
88083,4,6200
88083,5,3500
88083,6,4500
88085,3,1100
88085,4,2100
88085,5,24700
88085,6,14900
88090,1,1600
88090,2,10300
88090,3,6900
88090,4,4800
88090,5,200
88090,6,8000
88091,1,10300
88091,2,26600
88091,5,2700
88092,5,9700
88092,6,67200
88093,1,1200
88093,2,1300
88093,4,2000
88093,5,1300
88094,1,5200
88094,2,7200
88094,3,38400
88094,4,24400
88094,5,10100
88094,6,9000
88096,1,1900
88096,2,1000
88096,3,8900
88096,4,13000
88096,5,16500
88096,6,14000
88097,4,15000
88099,1,21500
88099,2,30500
88099,3,8000
88099,4,13900
88099,5,2300
88099,6,14000
88101,1,2100
88101,2,1300
88101,3,2200
88101,4,4400
88101,5,3500
88101,6,1700
88102,1,7000
88102,2,17400
88102,3,20400
88102,4,10200
88102,5,53100
88102,6,51900
88105,1,5600
88105,2,3300
88105,3,55200
88105,4,22700
88105,5,6600
88105,6,2100
88108,1,8000
88108,3,52400
88108,4,3100
88109,1,11400
88109,2,4000
88109,3,1600
88109,4,8300
88109,5,2700
88109,6,700
88110,2,10000
88110,3,5000
88110,4,14000
88110,5,13000
88110,6,1500
88113,1,8500
88113,2,6000
88113,3,7000
88113,4,15300
88113,5,8200
88114,4,1100
88114,6,8600
88116,1,11900
88116,3,200
88116,4,4400
88116,5,600
88117,1,3000
88117,2,2000
88117,4,6500
88117,5,2000
88117,6,1500
88119,1,1000
88119,2,500
88119,3,1000
88119,4,1000
88121,1,5500
88121,2,7500
88121,3,10800
88121,4,3900
88121,5,2100
88121,6,2800
88122,1,3500
88122,2,2600
88122,3,2600
88122,4,700
88122,5,2600
88122,6,2600
88125,1,16600
88125,2,11400
88125,3,9400
88125,4,8600
88125,5,31500
88125,6,7800
88126,6,2800
88127,3,8000
88128,3,4000
88128,4,2000
88128,6,2000
88131,1,13000
88131,2,9800
88131,4,1500
88131,6,4000
88132,1,35700
88132,2,2000
88132,3,2600
88132,4,4000
88132,5,26000
88134,1,3000
88134,2,4500
88134,4,12000
88134,5,9000
88134,6,4300
88135,1,10500
88135,2,9900
88135,3,3000
88135,4,3000
88135,5,7200
88135,6,4300
88136,2,114000
88136,5,800
88136,6,12600
88137,1,17000
88137,2,20000
88137,3,27900
88137,4,2300
88137,6,30200
88139,1,33800
88139,3,9200
88139,4,3300
88139,5,3200
88139,6,1100
88140,2,800
88141,2,3700
88141,3,7000
88141,4,24600
88141,5,12500
88141,6,1800
88142,1,5100
88142,2,1000
88142,3,7100
88142,4,500
88142,5,25300
88142,6,46300
88144,1,5900
88144,2,3300
88144,3,32300
88144,4,3500
88144,5,4900
88144,6,6200
88145,1,2000
88145,2,3500
88145,5,3200
88145,6,2700
88147,1,4700
88147,2,4800
88147,3,5600
88147,4,1900
88147,5,7000
88147,6,6000
88148,1,9000
88148,2,1000
88148,3,9100
88148,4,10300
88148,5,20400
88148,6,28600
88149,1,44000
88149,5,4000
88149,6,3000
88150,1,14700
88150,2,900
88151,5,11000
88153,1,23400
88153,2,9800
88153,3,11800
88153,4,14800
88153,5,7300
88153,6,14700
88154,1,91700
88154,3,19800
88154,4,20900
88154,5,10200
88154,6,22300
88158,4,7800
88158,5,2500
88158,6,2700
88160,1,17900
88160,2,16400
88160,3,16000
88160,4,17500
88160,5,23700
88160,6,16000
88162,2,8900
88162,3,12000
88162,5,2500
88162,6,2500
88163,6,6500
88164,1,5800
88164,2,600
88164,3,3800
88164,4,2000
88164,5,3600
88164,6,3400
88165,6,52300
88168,1,2000
88168,4,5000
88168,5,3000
88168,6,3000
88169,6,41000
88170,1,2500
88170,2,5000
88170,3,4000
88170,4,7000
88170,6,2000
88171,5,9000
88172,1,19800
88172,2,22700
88172,5,2900
88172,6,3900
88174,1,3100
88174,2,3900
88174,3,9900
88174,4,7900
88174,5,6400
88174,6,23400
88175,1,9100
88175,2,15200
88175,3,4700
88175,4,5500
88175,5,19400
88175,6,4700
88176,1,63800
88176,2,21400
88176,3,1400
88176,4,1300
88176,5,100
88176,6,10000
88179,4,2900
88180,1,600
88180,3,700
88180,4,600
88180,5,1500
88180,6,1900
88183,1,205500
88185,1,3100
88185,2,8400
88185,3,62800
88185,4,3900
88185,5,37700
88185,6,8800
88186,1,6000
88186,2,49700
88186,3,36800
88186,4,13300
88186,5,36000
88186,6,30700
88188,3,21700
88188,4,48600
88188,5,28200
88188,6,36500
88189,2,3700
88189,5,5000
88190,1,1000
88190,2,900
88190,3,1000
88190,5,1000
88190,6,800
88191,1,3400
88191,2,3900
88191,3,3000
88191,4,4600
88191,5,14100
88191,6,3500
88192,3,400
88192,4,900
88193,2,12000
88193,3,6000
88193,5,14200
88194,1,3700
88194,2,4900
88194,3,200
88194,4,6800
88194,5,7900
88194,6,6300
88197,3,10900
88197,4,47900
88197,5,10500
88197,6,5700
88198,1,1000
88198,2,16000
88198,3,3000
88198,4,9000
88198,5,7000
88198,6,1000
88199,1,2600
88199,2,9200
88199,3,7500
88199,4,4900
88199,5,3900
88199,6,6200
88201,2,3000
88201,4,5000
88201,5,5000
88202,1,10400
88202,2,2100
88202,3,3900
88202,4,11500
88202,5,6900
88202,6,1300
88203,2,2500
88203,4,900
88203,5,2000
88204,2,7000
88204,3,10500
88204,4,1800
88204,5,11500
88206,3,100
88207,1,2100
88207,2,1100
88207,3,800
88207,4,6000
88207,5,2100
88207,6,1900
88213,1,2900
88213,3,10000
88213,5,10000
88213,6,4000
88215,1,1000
88215,2,1000
88215,3,1000
88215,4,1000
88215,5,1000
88217,1,3000
88217,4,2800
88220,1,33600
88220,4,17200
88220,5,1500
88220,6,17200
88223,4,5500
88223,5,42500
88224,4,3600
88224,5,6000
88224,6,22200
88226,2,6200
88226,4,7800
88229,1,5000
88229,2,10200
88229,3,6800
88229,4,10800
88229,5,5100
88229,6,9900
88230,1,2400
88230,2,900
88230,3,4300
88230,4,4100
88230,5,900
88230,6,2600
88231,1,3100
88231,2,1200
88231,3,6800
88231,4,3200
88231,5,18600
88231,6,3800
88233,1,500
88234,1,100
88234,2,100
88234,3,14400
88234,4,100
88234,5,100
88234,6,12600
88236,4,5000
88236,5,3000
88236,6,20000
88237,1,12000
88237,2,6300
88237,3,58900
88237,4,6200
88237,6,5300
88238,2,3000
88238,3,44500
88238,4,7900
88238,5,30200
88238,6,1000
88240,6,1000
88241,1,5600
88241,2,14800
88241,3,24500
88241,4,18500
88241,5,31800
88241,6,14600
88242,1,2800
88242,2,4800
88242,3,3600
88242,4,1900
88242,5,41300
88242,6,7500
88243,1,10000
88243,3,19500
88245,1,2000
88245,2,2000
88245,4,2000
88245,5,2000
88245,6,2000
88246,5,200
88247,1,4000
88247,2,2200
88247,3,2800
88247,4,1200
88247,5,2100
88247,6,4100
88248,6,20000
88251,5,1100
88251,6,2600
88252,6,6000
88253,1,2700
88253,2,3100
88253,3,13400
88253,4,2900
88253,5,31800
88253,6,3000
88255,1,26500
88255,2,4400
88255,3,24500
88255,4,53100
88255,5,21500
88255,6,9400
88256,1,7100
88256,2,10400
88256,3,7400
88256,4,4400
88256,5,20600
88256,6,3900
88260,1,1300
88260,2,2200
88260,3,1300
88260,4,1800
88260,5,1800
88260,6,3900
88261,1,2300
88261,2,2300
88261,4,10000
88261,5,12000
88261,6,14400
88264,2,7000
88265,4,700
88265,5,500
88266,1,15700
88266,2,50500
88266,3,8500
88266,4,800
88266,5,1000
88266,6,600
88267,4,10000
88268,2,1000
88268,3,1000
88268,5,1000
88269,2,22700
88269,3,7600
88269,4,9500
88269,5,14000
88269,6,1500
88270,1,18700
